Exam,Unit,Subject,Month,Year,Paper,Number,Section,Topic,Difficulty,Correct,Question,Answer A,Answer B,Answer C,Answer D,Validated Question Code,Validated Answer A Code,Validated Answer B Code,Validated Answer C Code,Validated Answer D Code,Q,A,B,C,D,Question Diagram Path Prefix,A Diagram Path Prefix,B Diagram Path Prefix,C Diagram Path Prefix,D Diagram Path Prefix
cape,1,Chemistry,May,2021,1,29,Kinetics and Equlilibria,Solubility Product,3,C,"\text{Marine animals such as oysters and other shellfish rely on the slow precipitation of calcium carbonate to form their shells. Which of the following properties help(s) this process?}
I. \text{Greater ionic product of } ( \text{Ca}^{2+} ) \text{ and } ( \text{CO}_3^{2-} ) \text{ ions}
II. \text{Smaller solubility product of } ( \text{CaCO}_3 \text{(s)} )
III. \text{Greater solubility product of } ( \text{CaCO}_3 \text{(s)} )",\text{I only},\text{II only},\text{I and II only},\text{I and III only},"LaTeX(""Marine animals such as oysters and other shellfish rely on the slow precipitation of calcium carbonate to form their shells. Which of the following properties help(s) this process?\n$I.$Greater ionic product of $($Ca$^{2+} )$ and $($CO$_3^{2-} )$ ions\n$II.$Smaller solubility product of $($CaCO$_3$(s)$)$\n$III.$Greater solubility product of $($CaCO$_3$(s)$)$"").parsingMode(.onlyEquations)","LaTeX(""I only"").parsingMode(.onlyEquations)","LaTeX(""II only"").parsingMode(.onlyEquations)","LaTeX(""I and II only"").parsingMode(.onlyEquations)","LaTeX(""I and III only"").parsingMode(.onlyEquations)","Marine animals such as oysters and other shellfish rely on the slow precipitation of calcium carbonate to form their shells. Which of the following properties help(s) this process?
$I.$Greater ionic product of $($Ca$^{2+} )$ and $($CO$_3^{2-} )$ ions
$II.$Smaller solubility product of $($CaCO$_3$(s)$)$
$III.$Greater solubility product of $($CaCO$_3$(s)$)$",I only,II only,I and II only,I and III only,cape_1_chemistry_may_2021_1_29,cape_1_chemistry_may_2021_1_29_a,cape_1_chemistry_may_2021_1_29_b,cape_1_chemistry_may_2021_1_29_c,cape_1_chemistry_may_2021_1_29_d
cape,1,Chemistry,May,2021,1,33,Chemistry of the Elements,Period 3: Sodium to Argon,3,D,\text{Which of the following compounds would produce the LOWEST pH when } ( 0.5 \text{ mol} ) \text{ of it is bubbled into 1 litre of water?},\text{Na}_2 \text{O},\text{CaO},\text{SO}_2,\text{SO}_3,"LaTeX(""Which of the following compounds would produce the LOWEST pH when $( 0.5$ mol$)$ of it is bubbled into 1 litre of water?"").parsingMode(.onlyEquations)","LaTeX(""Na$_2$O"").parsingMode(.onlyEquations)","LaTeX(""CaO"").parsingMode(.onlyEquations)","LaTeX(""SO$_2$"").parsingMode(.onlyEquations)","LaTeX(""SO$_3$"").parsingMode(.onlyEquations)",Which of the following compounds would produce the LOWEST pH when $( 0.5$ mol$)$ of it is bubbled into 1 litre of water?,Na$_2$O,CaO,SO$_2$,SO$_3$,cape_1_chemistry_may_2021_1_33,cape_1_chemistry_may_2021_1_33_a,cape_1_chemistry_may_2021_1_33_b,cape_1_chemistry_may_2021_1_33_c,cape_1_chemistry_may_2021_1_33_d
cape,1,Chemistry,May,2021,1,45,Fundamentals in Chemistry,Redox Reactions,3,A,"\text{What deduction can be made from the following reactions of iodine and chlorine with sodium thiosulfate?}
( \text{I}_2 \text{(aq)} + 2 \text{S}_2 \text{O}_3^{2-}\text{(aq)} \rightarrow 2 \text{I}^-\text{(aq)} + \text{S}_4 \text{O}_6^{2-}\text{(aq)} )
( 4 \text{Cl}_2 \text{(aq)} + \text{S}_2 \text{O}_3^{2-}\text{(aq)} + 5 \text{H}_2 \text{O(l)} \rightarrow 8 \text{Cl}^-\text{(aq)} + 2 \text{SO}_4^{2-}\text{(aq)} + 10 \text{H}^+\text{(aq)} )",\text{Chlorine is a stronger oxidizing agent than iodine.},\text{Iodine is a stronger oxidizing agent than chlorine.},\text{Both chlorine and iodine are NOT oxidizing agents.},\text{Both chlorine and iodine show the same oxidizing power.},"LaTeX(""What deduction can be made from the following reactions of iodine and chlorine with sodium thiosulfate?\n$($I$_2$(aq)$+ 2$S$_2$O$_3^{2-}$(aq)$\\rightarrow 2$I$^-$(aq)$+$S$_4$O$_6^{2-}$(aq)$)$\n$( 4$Cl$_2$(aq)$+$S$_2$O$_3^{2-}$(aq)$+ 5$H$_2$O(l)$\\rightarrow 8$Cl$^-$(aq)$+ 2$SO$_4^{2-}$(aq)$+ 10$H$^+$(aq)$)$"").parsingMode(.onlyEquations)","LaTeX(""Chlorine is a stronger oxidizing agent than iodine."").parsingMode(.onlyEquations)","LaTeX(""Iodine is a stronger oxidizing agent than chlorine."").parsingMode(.onlyEquations)","LaTeX(""Both chlorine and iodine are NOT oxidizing agents."").parsingMode(.onlyEquations)","LaTeX(""Both chlorine and iodine show the same oxidizing power."").parsingMode(.onlyEquations)","What deduction can be made from the following reactions of iodine and chlorine with sodium thiosulfate?
$($I$_2$(aq)$+ 2$S$_2$O$_3^{2-}$(aq)$\rightarrow 2$I$^-$(aq)$+$S$_4$O$_6^{2-}$(aq)$)$
$( 4$Cl$_2$(aq)$+$S$_2$O$_3^{2-}$(aq)$+ 5$H$_2$O(l)$\rightarrow 8$Cl$^-$(aq)$+ 2$SO$_4^{2-}$(aq)$+ 10$H$^+$(aq)$)$",Chlorine is a stronger oxidizing agent than iodine.,Iodine is a stronger oxidizing agent than chlorine.,Both chlorine and iodine are NOT oxidizing agents.,Both chlorine and iodine show the same oxidizing power.,cape_1_chemistry_may_2021_1_45,cape_1_chemistry_may_2021_1_45_a,cape_1_chemistry_may_2021_1_45_b,cape_1_chemistry_may_2021_1_45_c,cape_1_chemistry_may_2021_1_45_d
cape,1,Chemistry,May,2022,1,2,Kinetics and Equlilibria,Rates of Reaction,3,A,"\text{To determine why a hairdresser stores her bottle of } ( \text{H}_2 \text{O}_2 ) \text{ in the refrigerator, a student sets up the apparatus shown below and recorded the volume of gas in the syringe every 30 seconds for 3 minutes. This activity was done in a dark room, at room temperature and in a dark room at } ( 5 \text{ }^\circ\text{C} )\text{.}
\text{Which of the following statements is NOT a possible assumption?}",\text{More gas is collected at room temperature.},\text{Light accelerates the decomposition of } ( \text{H}_2 \text{O}_2 )\text{.},\text{The gas in the syringe is produced solely from } ( \text{H}_2 \text{O}_2 )\text{.},\text{The } ( \text{H}_2 \text{O}_2 ) \text{ used is from the same stock solution as the hairdresser's.},"LaTeX(""To determine why a hairdresser stores her bottle of $($H$_2$O$_2 )$ in the refrigerator, a student sets up the apparatus shown below and recorded the volume of gas in the syringe every 30 seconds for 3 minutes. This activity was done in a dark room, at room temperature and in a dark room at $( 5$ $^\\circ$C$)$.\nWhich of the following statements is NOT a possible assumption?"").parsingMode(.onlyEquations)","LaTeX(""More gas is collected at room temperature."").parsingMode(.onlyEquations)","LaTeX(""Light accelerates the decomposition of $($H$_2$O$_2 )$."").parsingMode(.onlyEquations)","LaTeX(""The gas in the syringe is produced solely from $($H$_2$O$_2 )$."").parsingMode(.onlyEquations)","LaTeX(""The $($H$_2$O$_2 )$ used is from the same stock solution as the hairdresser's."").parsingMode(.onlyEquations)","To determine why a hairdresser stores her bottle of $($H$_2$O$_2 )$ in the refrigerator, a student sets up the apparatus shown below and recorded the volume of gas in the syringe every 30 seconds for 3 minutes. This activity was done in a dark room, at room temperature and in a dark room at $( 5$ $^\circ$C$)$.
Which of the following statements is NOT a possible assumption?",More gas is collected at room temperature.,Light accelerates the decomposition of $($H$_2$O$_2 )$.,The gas in the syringe is produced solely from $($H$_2$O$_2 )$.,The $($H$_2$O$_2 )$ used is from the same stock solution as the hairdresser's.,cape_1_chemistry_may_2022_1_2,cape_1_chemistry_may_2022_1_2_a,cape_1_chemistry_may_2022_1_2_b,cape_1_chemistry_may_2022_1_2_c,cape_1_chemistry_may_2022_1_2_d
cape,1,Chemistry,May,2022,1,5,Fundamentals in Chemistry,Redox Reactions,2,C,"\text{Items 5 and 6 refer to the following half equations for the reaction between iodine and sodium thiosulfate.}
( 2 \text{S}_2 \text{O}_3^{2-}\text{(aq)} \rightarrow \text{S}_4 \text{O}_6^{2-}\text{(aq)} + 2 \text{e}^- )
( \text{I}_2 \text{(aq)} + 2 \text{e}^- \rightarrow 2 \text{I}^-\text{(aq)} )
\text{The overall balanced chemical equation for the reaction is}",2 \text{S}_2 \text{O}_3^{2-}\text{(aq)} + 2 \text{I}^-\text{(aq)} \rightarrow \text{S}_4 \text{O}_6^{2-}\text{(aq)} + \text{I}_2 \text{(aq)},\text{I}_2 \text{(aq)} + \text{S}_4 \text{O}_6^{2-}\text{(aq)} \rightarrow 2 \text{S}_2 \text{O}_3^{2-}\text{(aq)} + 2 \text{I}^-\text{(aq)},2 \text{S}_2 \text{O}_3^{2-}\text{(aq)} + \text{I}_2 \text{(aq)} \rightarrow \text{S}_4 \text{O}_6^{2-}\text{(aq)} + 2 \text{I}^-\text{(aq)},\text{S}_4 \text{O}_6^{2-}\text{(aq)} + 2 \text{I}^-\text{(aq)} \rightarrow 2 \text{S}_2 \text{O}_3^{2-}\text{(aq)} + \text{I}_2 \text{(aq)},"LaTeX(""Items 5 and 6 refer to the following half equations for the reaction between iodine and sodium thiosulfate.\n$( 2$S$_2$O$_3^{2-}$(aq)$\\rightarrow$S$_4$O$_6^{2-}$(aq)$+ 2$e$^- )$\n$($I$_2$(aq)$+ 2$e$^- \\rightarrow 2$I$^-$(aq)$)$\nThe overall balanced chemical equation for the reaction is"").parsingMode(.onlyEquations)","LaTeX(""$2$S$_2$O$_3^{2-}$(aq)$+ 2$I$^-$(aq)$\\rightarrow$S$_4$O$_6^{2-}$(aq)$+$I$_2$(aq)"").parsingMode(.onlyEquations)","LaTeX(""I$_2$(aq)$+$S$_4$O$_6^{2-}$(aq)$\\rightarrow 2$S$_2$O$_3^{2-}$(aq)$+ 2$I$^-$(aq)"").parsingMode(.onlyEquations)","LaTeX(""$2$S$_2$O$_3^{2-}$(aq)$+$I$_2$(aq)$\\rightarrow$S$_4$O$_6^{2-}$(aq)$+ 2$I$^-$(aq)"").parsingMode(.onlyEquations)","LaTeX(""S$_4$O$_6^{2-}$(aq)$+ 2$I$^-$(aq)$\\rightarrow 2$S$_2$O$_3^{2-}$(aq)$+$I$_2$(aq)"").parsingMode(.onlyEquations)","Items 5 and 6 refer to the following half equations for the reaction between iodine and sodium thiosulfate.
$( 2$S$_2$O$_3^{2-}$(aq)$\rightarrow$S$_4$O$_6^{2-}$(aq)$+ 2$e$^- )$
$($I$_2$(aq)$+ 2$e$^- \rightarrow 2$I$^-$(aq)$)$
The overall balanced chemical equation for the reaction is",$2$S$_2$O$_3^{2-}$(aq)$+ 2$I$^-$(aq)$\rightarrow$S$_4$O$_6^{2-}$(aq)$+$I$_2$(aq),I$_2$(aq)$+$S$_4$O$_6^{2-}$(aq)$\rightarrow 2$S$_2$O$_3^{2-}$(aq)$+ 2$I$^-$(aq),$2$S$_2$O$_3^{2-}$(aq)$+$I$_2$(aq)$\rightarrow$S$_4$O$_6^{2-}$(aq)$+ 2$I$^-$(aq),S$_4$O$_6^{2-}$(aq)$+ 2$I$^-$(aq)$\rightarrow 2$S$_2$O$_3^{2-}$(aq)$+$I$_2$(aq),cape_1_chemistry_may_2022_1_5,cape_1_chemistry_may_2022_1_5_a,cape_1_chemistry_may_2022_1_5_b,cape_1_chemistry_may_2022_1_5_c,cape_1_chemistry_may_2022_1_5_d
cape,1,Chemistry,May,2022,1,6,Fundamentals in Chemistry,Redox Reactions,2,B,\text{The oxidizing agent is},\text{I}^-\text{(aq)},\text{I}_2 \text{(aq)},\text{S}_2 \text{O}_3^{2-}\text{(aq)},\text{S}_4 \text{O}_6^{2-}\text{(aq)},"LaTeX(""The oxidizing agent is"").parsingMode(.onlyEquations)","LaTeX(""I$^-$(aq)"").parsingMode(.onlyEquations)","LaTeX(""I$_2$(aq)"").parsingMode(.onlyEquations)","LaTeX(""S$_2$O$_3^{2-}$(aq)"").parsingMode(.onlyEquations)","LaTeX(""S$_4$O$_6^{2-}$(aq)"").parsingMode(.onlyEquations)",The oxidizing agent is,I$^-$(aq),I$_2$(aq),S$_2$O$_3^{2-}$(aq),S$_4$O$_6^{2-}$(aq),cape_1_chemistry_may_2022_1_6,cape_1_chemistry_may_2022_1_6_a,cape_1_chemistry_may_2022_1_6_b,cape_1_chemistry_may_2022_1_6_c,cape_1_chemistry_may_2022_1_6_d
cape,1,Chemistry,May,2022,1,8,Fundamentals in Chemistry,Kinetic Theory,2,A,\text{Which of the following gases is CLOSEST to behaving as an ideal gas under the stated conditions?},( \text{H}_2 \text{(g)} ) \text{ at } ( 400 \text{ }^\circ\text{C} ) \text{ and } ( 1 \text{ atm} ) \text{ pressure},( \text{CH}_4 \text{(g)} ) \text{ at } ( 30 \text{ }^\circ\text{C} ) \text{ and } ( 1 \text{ atm} ) \text{ pressure},( \text{CO}_2 \text{(g)} ) \text{ at } ( 30 \text{ }^\circ\text{C} ) \text{ and } ( 250 \text{ atm} ) \text{ pressure},( \text{NH}_3 \text{(g)} ) \text{ at } ( 400 \text{ }^\circ\text{C} ) \text{ and } ( 250 \text{ atm} ) \text{ pressure},"LaTeX(""Which of the following gases is CLOSEST to behaving as an ideal gas under the stated conditions?"").parsingMode(.onlyEquations)","LaTeX(""$($H$_2$(g)$)$ at $( 400$ $^\\circ$C$)$ and $( 1$ atm$)$ pressure"").parsingMode(.onlyEquations)","LaTeX(""$($CH$_4$(g)$)$ at $( 30$ $^\\circ$C$)$ and $( 1$ atm$)$ pressure"").parsingMode(.onlyEquations)","LaTeX(""$($CO$_2$(g)$)$ at $( 30$ $^\\circ$C$)$ and $( 250$ atm$)$ pressure"").parsingMode(.onlyEquations)","LaTeX(""$($NH$_3$(g)$)$ at $( 400$ $^\\circ$C$)$ and $( 250$ atm$)$ pressure"").parsingMode(.onlyEquations)",Which of the following gases is CLOSEST to behaving as an ideal gas under the stated conditions?,$($H$_2$(g)$)$ at $( 400$ $^\circ$C$)$ and $( 1$ atm$)$ pressure,$($CH$_4$(g)$)$ at $( 30$ $^\circ$C$)$ and $( 1$ atm$)$ pressure,$($CO$_2$(g)$)$ at $( 30$ $^\circ$C$)$ and $( 250$ atm$)$ pressure,$($NH$_3$(g)$)$ at $( 400$ $^\circ$C$)$ and $( 250$ atm$)$ pressure,cape_1_chemistry_may_2022_1_8,cape_1_chemistry_may_2022_1_8_a,cape_1_chemistry_may_2022_1_8_b,cape_1_chemistry_may_2022_1_8_c,cape_1_chemistry_may_2022_1_8_d
cape,1,Chemistry,May,2022,1,14,Fundamentals in Chemistry,Atomic Structure and the Periodic Table,2,A,\text{The second ionization energy of calcium is } ( 1150 \text{ kJ mol}^{-1} )\text{. Which of the following equations represents this statement?},"\text{Ca}^+\text{(g)} \rightarrow \text{Ca}^{2+}\text{(g)} + \text{e}^- ) \text{, } ( \Delta \text{H} = +1150 \text{ kJ mol}^{-1}","\text{Ca(g)} \rightarrow \text{Ca}^{2+}\text{(g)} + 2 \text{e}^- ) \text{, } ( \Delta \text{H} = +1150 \text{ kJ mol}^{-1}","\text{Ca}^+\text{(g)} \rightarrow \text{Ca}^{2+}\text{(g)} + \text{e}^- ) \text{, } ( \Delta \text{H} = -1150 \text{ kJ mol}^{-1}","\text{Ca(g)} \rightarrow \text{Ca}^{2+}\text{(g)} + 2 \text{e}^- ) \text{, } ( \Delta \text{H} = -1150 \text{ kJ mol}^{-1}","LaTeX(""The second ionization energy of calcium is $( 1150$ kJ mol$^{-1} )$. Which of the following equations represents this statement?"").parsingMode(.onlyEquations)","LaTeX(""Ca$^+$(g)$\\rightarrow$Ca$^{2+}$(g)$+$e$^- )$, $( \\Delta$H$= +1150$ kJ mol$^{-1}$"").parsingMode(.onlyEquations)","LaTeX(""Ca(g)$\\rightarrow$Ca$^{2+}$(g)$+ 2$e$^- )$, $( \\Delta$H$= +1150$ kJ mol$^{-1}$"").parsingMode(.onlyEquations)","LaTeX(""Ca$^+$(g)$\\rightarrow$Ca$^{2+}$(g)$+$e$^- )$, $( \\Delta$H$= -1150$ kJ mol$^{-1}$"").parsingMode(.onlyEquations)","LaTeX(""Ca(g)$\\rightarrow$Ca$^{2+}$(g)$+ 2$e$^- )$, $( \\Delta$H$= -1150$ kJ mol$^{-1}$"").parsingMode(.onlyEquations)",The second ionization energy of calcium is $( 1150$ kJ mol$^{-1} )$. Which of the following equations represents this statement?,"Ca$^+$(g)$\rightarrow$Ca$^{2+}$(g)$+$e$^- )$, $( \Delta$H$= +1150$ kJ mol$^{-1}$","Ca(g)$\rightarrow$Ca$^{2+}$(g)$+ 2$e$^- )$, $( \Delta$H$= +1150$ kJ mol$^{-1}$","Ca$^+$(g)$\rightarrow$Ca$^{2+}$(g)$+$e$^- )$, $( \Delta$H$= -1150$ kJ mol$^{-1}$","Ca(g)$\rightarrow$Ca$^{2+}$(g)$+ 2$e$^- )$, $( \Delta$H$= -1150$ kJ mol$^{-1}$",cape_1_chemistry_may_2022_1_14,cape_1_chemistry_may_2022_1_14_a,cape_1_chemistry_may_2022_1_14_b,cape_1_chemistry_may_2022_1_14_c,cape_1_chemistry_may_2022_1_14_d
cape,1,Chemistry,May,2022,1,15,Fundamentals in Chemistry,The Mole Concept,3,B,"\text{Copper(II) nitrate decomposes according to the following equation:}
( 2 \text{Cu(NO}_3 \text{)}_2 \rightarrow 2 \text{CuO} + 4 \text{NO}_2 + \text{O}_2 )
\text{What is the volume of nitrogen(IV) oxide formed when } ( 18.8 \text{ g} ) \text{ of copper(II) nitrate is heated to constant mass at rtp?}",2.4 \text{ dm}^3,4.8 \text{ dm}^3,24 \text{ dm}^3,48 \text{ dm}^3,"LaTeX(""Copper(II) nitrate decomposes according to the following equation:\n$( 2$Cu(NO$_3$)$_2 \\rightarrow 2$CuO$+ 4$NO$_2 +$O$_2 )$\nWhat is the volume of nitrogen(IV) oxide formed when $( 18.8$ g$)$ of copper(II) nitrate is heated to constant mass at rtp?"").parsingMode(.onlyEquations)","LaTeX(""$2.4$ dm$^3$"").parsingMode(.onlyEquations)","LaTeX(""$4.8$ dm$^3$"").parsingMode(.onlyEquations)","LaTeX(""$24$ dm$^3$"").parsingMode(.onlyEquations)","LaTeX(""$48$ dm$^3$"").parsingMode(.onlyEquations)","Copper(II) nitrate decomposes according to the following equation:
$( 2$Cu(NO$_3$)$_2 \rightarrow 2$CuO$+ 4$NO$_2 +$O$_2 )$
What is the volume of nitrogen(IV) oxide formed when $( 18.8$ g$)$ of copper(II) nitrate is heated to constant mass at rtp?",$2.4$ dm$^3$,$4.8$ dm$^3$,$24$ dm$^3$,$48$ dm$^3$,cape_1_chemistry_may_2022_1_15,cape_1_chemistry_may_2022_1_15_a,cape_1_chemistry_may_2022_1_15_b,cape_1_chemistry_may_2022_1_15_c,cape_1_chemistry_may_2022_1_15_d
cape,1,Chemistry,May,2022,1,16,Kinetics and Equlilibria,Redox Equilibria,3,D,"\text{Items 16–18 refer to the following diagram of an electrochemical cell.}
( \text{Au}^{3+}\text{(aq)} + 3 \text{e}^- \rightarrow \text{Au(s), } +1.50 \text{V} )
( \text{Pb}^{2+}\text{(aq)} + 2 \text{e}^- \rightarrow \text{Pb(s), } -0.13 \text{V} )
\text{Which of the following processes occurs as the cell operates?}",( \text{NO}_3^- ) \text{ and } ( \text{K}^+ ) \text{ will migrate toward the Pb half-cell.},( \text{NO}_3^- ) \text{ and } ( \text{K}^+ ) \text{ will migrate toward the Au half-cell.},( \text{NO}_3^- ) \text{ will migrate toward the Pb half-cell and } ( \text{K}^+ ) \text{ will migrate toward the Au half-cell.},( \text{NO}_3^- ) \text{ will migrate toward the Au half-cell and } ( \text{K}^+ ) \text{ will migrate toward the Pb half-cell.},"LaTeX(""Items 16–18 refer to the following diagram of an electrochemical cell.\n$($Au$^{3+}$(aq)$+ 3$e$^- \\rightarrow$Au(s), $+1.50$V$)$\n$($Pb$^{2+}$(aq)$+ 2$e$^- \\rightarrow$Pb(s), $-0.13$V$)$\nWhich of the following processes occurs as the cell operates?"").parsingMode(.onlyEquations)","LaTeX(""$($NO$_3^- )$ and $($K$^+ )$ will migrate toward the Pb half-cell."").parsingMode(.onlyEquations)","LaTeX(""$($NO$_3^- )$ and $($K$^+ )$ will migrate toward the Au half-cell."").parsingMode(.onlyEquations)","LaTeX(""$($NO$_3^- )$ will migrate toward the Pb half-cell and $($K$^+ )$ will migrate toward the Au half-cell."").parsingMode(.onlyEquations)","LaTeX(""$($NO$_3^- )$ will migrate toward the Au half-cell and $($K$^+ )$ will migrate toward the Pb half-cell."").parsingMode(.onlyEquations)","Items 16–18 refer to the following diagram of an electrochemical cell.
$($Au$^{3+}$(aq)$+ 3$e$^- \rightarrow$Au(s), $+1.50$V$)$
$($Pb$^{2+}$(aq)$+ 2$e$^- \rightarrow$Pb(s), $-0.13$V$)$
Which of the following processes occurs as the cell operates?",$($NO$_3^- )$ and $($K$^+ )$ will migrate toward the Pb half-cell.,$($NO$_3^- )$ and $($K$^+ )$ will migrate toward the Au half-cell.,$($NO$_3^- )$ will migrate toward the Pb half-cell and $($K$^+ )$ will migrate toward the Au half-cell.,$($NO$_3^- )$ will migrate toward the Au half-cell and $($K$^+ )$ will migrate toward the Pb half-cell.,cape_1_chemistry_may_2022_1_16,cape_1_chemistry_may_2022_1_16_a,cape_1_chemistry_may_2022_1_16_b,cape_1_chemistry_may_2022_1_16_c,cape_1_chemistry_may_2022_1_16_d
cape,1,Chemistry,May,2022,1,17,Kinetics and Equlilibria,Redox Equilibria,2,D,\text{The initial voltage is},-1.37 \text{ V},0.00 \text{ V},+1.37 \text{ V},+1.63 \text{ V},"LaTeX(""The initial voltage is"").parsingMode(.onlyEquations)","LaTeX(""$-1.37$ V"").parsingMode(.onlyEquations)","LaTeX(""$0.00$ V"").parsingMode(.onlyEquations)","LaTeX(""$+1.37$ V"").parsingMode(.onlyEquations)","LaTeX(""$+1.63$ V"").parsingMode(.onlyEquations)",The initial voltage is,$-1.37$ V,$0.00$ V,$+1.37$ V,$+1.63$ V,cape_1_chemistry_may_2022_1_17,cape_1_chemistry_may_2022_1_17_a,cape_1_chemistry_may_2022_1_17_b,cape_1_chemistry_may_2022_1_17_c,cape_1_chemistry_may_2022_1_17_d
cape,1,Chemistry,May,2022,1,19,Kinetics and Equlilibria,Buffers and pH,3,D,"\text{A buffer is made by dissolving } ( 28.8 \text{ g} ) \text{ of sodium benzoate, } ( \text{C}_6 \text{H}_5 \text{COONa} )\text{, in } ( 1 \text{ dm}^3 ) \text{ of } ( 0.4 \text{ mol dm}^{-3} ) \text{ benzoic acid, } ( \text{C}_6 \text{H}_5 \text{COOH} )\text{. } ( \text{K}_{\text{a(benzoic acid)}} = 6.4 \times 10^{-5}\text{ mol dm}^{-3} )\text{.}
\text{The pH of the buffer is}",-2.3,-2.9,-3.2,-3.9,"LaTeX(""A buffer is made by dissolving $( 28.8$ g$)$ of sodium benzoate, $($C$_6$H$_5$COONa$)$, in $( 1$ dm$^3 )$ of $( 0.4$ mol dm$^{-3} )$ benzoic acid, $($C$_6$H$_5$COOH$)$. $($K$_{$a(benzoic acid)$} = 6.4 \\times 10^{-5}$ mol dm$^{-3} )$.\nThe pH of the buffer is"").parsingMode(.onlyEquations)","LaTeX(""( 2.3 )"").parsingMode(.onlyEquations)","LaTeX(""( 2.9 )"").parsingMode(.onlyEquations)","LaTeX(""( 3.2 )"").parsingMode(.onlyEquations)","LaTeX(""( 3.9 )"").parsingMode(.onlyEquations)","A buffer is made by dissolving $( 28.8$ g$)$ of sodium benzoate, $($C$_6$H$_5$COONa$)$, in $( 1$ dm$^3 )$ of $( 0.4$ mol dm$^{-3} )$ benzoic acid, $($C$_6$H$_5$COOH$)$. $($K$_{$a(benzoic acid)$} = 6.4 \times 10^{-5}$ mol dm$^{-3} )$.
The pH of the buffer is",-2.3,-2.9,-3.2,-3.9,cape_1_chemistry_may_2022_1_19,cape_1_chemistry_may_2022_1_19_a,cape_1_chemistry_may_2022_1_19_b,cape_1_chemistry_may_2022_1_19_c,cape_1_chemistry_may_2022_1_19_d
cape,1,Chemistry,May,2022,1,22,Kinetics and Equlilibria,Principles of Chemical Equilibrium,2,B,"\text{Compounds P, Q and R form an equilibrium as shown below.}
( 2 \text{P(aq)} + \text{Q(aq)} \rightleftharpoons 2 \text{R(aq)} )
\text{The units for the equilibrium constant, } ( \text{K}_c )\text{, are}",\text{mol dm}^{-3},\text{dm}^3 \text{ mol}^{-1},\text{mol}^2 \text{ dm}^{-6},\text{dm}^6 \text{ mol}^{-2},"LaTeX(""Compounds P, Q and R form an equilibrium as shown below.\n$( 2$P(aq)$+$Q(aq)$\\rightleftharpoons 2$R(aq)$)$\nThe units for the equilibrium constant, $($K$_c )$, are"").parsingMode(.onlyEquations)","LaTeX(""mol dm$^{-3}$"").parsingMode(.onlyEquations)","LaTeX(""dm$^3$ mol$^{-1}$"").parsingMode(.onlyEquations)","LaTeX(""mol$^2$ dm$^{-6}$"").parsingMode(.onlyEquations)","LaTeX(""dm$^6$ mol$^{-2}$"").parsingMode(.onlyEquations)","Compounds P, Q and R form an equilibrium as shown below.
$( 2$P(aq)$+$Q(aq)$\rightleftharpoons 2$R(aq)$)$
The units for the equilibrium constant, $($K$_c )$, are",mol dm$^{-3}$,dm$^3$ mol$^{-1}$,mol$^2$ dm$^{-6}$,dm$^6$ mol$^{-2}$,cape_1_chemistry_may_2022_1_22,cape_1_chemistry_may_2022_1_22_a,cape_1_chemistry_may_2022_1_22_b,cape_1_chemistry_may_2022_1_22_c,cape_1_chemistry_may_2022_1_22_d
